yROH68ur31AmT04scG24mg,jjMZb8SUVzoCqYQkWgOWKQ,5.0
d6ffC8cNfnEXu0ukcyLrsA,5dvRf-V371Zo2JUebEvREQ,5.0
CrxOPAoU8kN8HSBAtSE2zg,GYBakNk4Dxpj236H-xlzYg,3.0
D4C2-di3yy_cmSikQMH26Q,dv5rfLIavOutqyLz0V2Nqw,5.0
-RK9LNMBb1dUgetB-3cAUw,hk8qbfi9wJdO7e03wmzPSA,5.0
aci4IHEtVS7uijdJtQ9OzQ,lXnD3r7ZKRGh-wdnCpJ-oQ,1.0
mNxXNAKXqETa7qWsnN51EQ,dm9Aq2dtziNTGBFCh0yhYA,1.0
ax538D3Ov1mtHDIPT5qwBw,um4x6dIkv8w2a4e0VkRNmA,1.0
DwaaafwryFbW7C4E1gU1AA,gIFLuGFSR0briskbdji5aw,3.0
iiNq8EIdJWTyD2CLDCJFCg,43N-TKU1m-y4FljMA0VXCg,4.0
NdMyXqnErzJOmfduLWmmOg,CKJL7-npPQ458z6RbioQyg,5.0
DZU8XbWMGN1DBQso7ASckg,H0fdBRavnk9GifrfOqQNNg,5.0
lxmucLhYvplqDgPyzbgCTQ,t1igON7VC4jLyaPeEud28Q,5.0
IgPVgfIxKecjHhrNaUt4rQ,E01vjBU47-VMZPWxCBithg,3.0
y4Bg8GkFrgvLBYPHY3GvrQ,LEQVpm9zz6xJM3mHPo-hCQ,5.0
IzPWzBIiG8gP-9--zIRlcg,sa1oe2sQ1KNaP1fMW6ZpLQ,4.0
wknlE78DaEAHCnbplju5Hg,_svfLcEw-rxhepHAlpueiw,5.0
Lyu81oZkRgFn92MJYXpvcA,RQevAULOmbqybBeWJu_8UA,3.0
Q1VaUewBePrOPaYp34xnhA,U5fwhWYLWteZAlhwJT24lA,5.0
AVn6sInrMuOzLPhg1raUwA,axnOOfEK0les0iS4Tzd5tw,5.0
phpHLI_T5DcqufzczCZb4g,lgyLxGXpN3r6FIeG86xPiw,1.0
4bYDCiSjZtePBuEMv4e9OQ,kffbNhU3s_Bbbl5GFsMOQA,1.0
HGg3z63vOmq4WyGVx0LeKg,4rysSIbm8uVX-aMWhEcylw,5.0
rAjtcaos8rOnJDJoHVP0Qg,IxAbnsetOddOVz9smidnuA,5.0
XNdYxjI4sR5firgHIunXIQ,f53qKL9juvrwBexY404aLA,1.0
lJSF49Pz2prfuefiGMEp2w,AeI3M9oEontA_sUNAxDFmA,5.0
tgeFUChlh7v8bZFVl2-hjQ,6J06zil5Gl9LppkWOYa6-A,3.0
0X_2EYSQuW8chwX522zOFg,AeI3M9oEontA_sUNAxDFmA,5.0
zUSVPYOfEsIdX7eIOSdwoQ,tYtMDwDtxzR17Go-CoZTSw,1.0
DFhGvgYBdF-v-4v48mckkQ,2vppZx0rTDZtCzw-NljdRQ,5.0
FJQoOuSVnZrw8jjCRIN37g,d0YVhw-dRD9uFxqgc01fhw,5.0
3qI56exUKCa7JxGXVaYXLw,aoFEFibD9AF_aP37R5RFuw,5.0
lsKdVlt4-j9FVlnCCeVh1w,lXigDiApda-PoQXw4FRCRw,1.0
VzR3WuHjxR0GZQrmxdKAPQ,TGyqQhsXgw36CYrTA2khDQ,2.0
3tlOgeuivtWQ9Bt3ETOafw,gppuZV9mltI3zdNMXsPEtA,4.0
ta2mcm4q1cIw_Lu_TCQTOA,TQj4HSCmm5GnriKMiSpqpQ,1.0
kFm0PF5Tw_jbOs_qfR_LNA,c2GI__iV3tRbWTIrNaieeQ,4.0
ByZOq9Ywa6fIogLkCXonKA,35qFKyGGeQgrWkQDWG2img,5.0
uPIIq8Kz0ARrh7ovkuRGWw,4NvImtfnY-aIQRUe2cjbAA,5.0
o1_sfJ71nrq5QrF00v3Icw,bX-gfqyD_VkFMb04PcnZFw,5.0
9zoDnOWnu3rYXsJ067nSRw,JB22caEa5E4gu3fTAF2FoQ,5.0
eysCMbe10JZYa32bCYYozw,bT-mljzEXln9Ve7UxaTYPQ,5.0
09l3XzLYKhnT9tIblZ7ryw,paf0i5MjyYzaYuPLpg0pEQ,5.0
k7BLrfmeOuup0WXNAwqHoA,vtvy_zvuLmDpOhDvXmXLNw,1.0
cST8Zaw_m73cMYPYA1m1cA,fTgnVCCu6k_Ds25Nz73s5Q,4.0
XSl8yqjCkFiTTYhjorBBGQ,2davG-KIVjDJCuqav69-Rw,5.0
jpvMnToAIQtcw-dNi5EUkw,Ly40KL_bzgYc9T7fguhOlA,5.0
mY55TcHw3goOqTH_w5q-6w,JE8715ehKeQKVlCd_tBTeg,5.0
16puZWBg7KCdDGMe6eyXeA,Ni8mZD1-3CC2dtqNXYwViA,5.0
g6Htu8D7crKN6b2uRzrATg,S4jzllByQZx8nO3-m2um9A,1.0
moHzMjEm-a1VKkiQczZmBA,bDKlz7INk3dY3GYKo6A6RA,5.0
epRmldUYoQmesq1H0JjVqQ,2nEGn1ZfsM_sUelI4JH00Q,1.0
WajtNCGW5GMK0YOI8o_gPA,Ys42wLKqrflqmtqkgqOXgA,5.0
VlRFEwQIMWIL4P6ofp8VMA,V25xzPlcNAtnTi_xzQvr9g,5.0
DLmWk-wKloWCVvG_IqNFGw,kVn-sFg1CIFaHuRdES00NA,5.0
HUxgj-GNib3_Nn6UMdJwvA,tBq37RadfDlH94h1-6hjCQ,1.0
6W0RgPvbddNl09NVXn60MA,cF-Nobqz_KWuoWqK5Kl_WA,5.0
kug_9GqN7uhpmKe04kD27g,0W2c_KH9e7HP3pN20T7Q2g,1.0
5ODbCNx0i_53v09My_XHwQ,a4Ku5fccR1IWoTGRVxWNhA,5.0
VfLTM6mg8X73nZ6MXdZxlA,h8K5BvW2vqZ-fJrIfm5zJw,5.0
TwE5zYX-0hx96-YGD3D58A,CCeKpkV-aXhvyhhW5WHsWQ,1.0
NZgivMNegDkJtVUORm6KsQ,rP90TP7gOMzBFTrKWEEsOw,5.0
JD7L3z31GmOuVsRRPyqdFQ,jT_2XDtFj22aqPDHb6bYcA,5.0
9ui2m5-CTZHEkQUL4No-EA,KNh6_Q80SVz-9W9EwH6wXA,1.0
hM8u-0f1Te94CqWlnxeAEQ,ALJKebX4-lyYxp6DbcQDOg,1.0
a24WlvEdjvN9In9DA7UYoA,JxA9Gw9SOP_RPQFzrEHdeg,3.0
yOit4WATC3VFrRhZjCOyQA,nuWbJ3sPUh24STk9ZfvTlg,5.0
xbNU_xYBiEivy5jZFAZT1Q,9Qt0V_unx-nuWGpaKqE8CQ,5.0
BW4oxa88OG2rZT8ji7S3XQ,YOFKSoftXCoOyPQuV-eSDQ,2.0
h8yn-q-yMwcB9o9YpNqmxg,lac6O6Q0_mFlnhDG7BD1Xg,5.0
hgBqJ7Ex8o5tj2wcPW4Tpw,5HowPIWi_HIyWMwmP_BWxQ,5.0
x4X__JbTYSdCRAUmXG_bWA,iyD1ICUx0-KpmANyICF72g,5.0
o8ZGqnd1_cXyuenBnoOxBg,Dhx8XM6qgy7g3-BWYW0p5A,5.0
6mMwDjPXbv-S4xO3nK-cPg,MCfr9tCTjFAxJovTy4KIIg,5.0
kG90wGujXJ9z8_YtMtKEfA,K6O3jHxh859SThGad5IWew,1.0
J8uKY8Bcvz-h1QybaCUMHg,GUygkUcsU2KJQO7DJuk85w,1.0
MeLts9a3-aC-B_MdfjVK-Q,CS0TYQcRGmm9uO-xLX4zwg,4.0
jd8lhz_pGrVdCNZY9JuEwg,WWCmTXq6JKc7otd-Oo-Hpw,5.0
UkYZVKhyZqUrSlFFfWuB9g,d3vs99txCZrUT6Jbc-jptA,3.0
8HzdxlYS8Xxk2aR7NJ4i4w,y2w6rFaO0XEiG5mFfOsiFA,4.0
84E8XbtSTut-Eda-tqkb4Q,Prf2jh0JMtsmO2Yo46O0PQ,5.0
5o0ZWzwwvRKavMZ9c3rMMg,TSQUwUCAe3tM4YPlecbRQA,5.0
mLKUBkG4J6Eip_Ea69RJ5w,t-TnKLbWPnDw1ZmmgGLwgw,1.0
UDtgPa2_yJLtOtgABw9ATQ,VDmV3tPEQqFxzqQJRJazNw,2.0
Dp7Lr3faUepJbxlJlEL9aQ,sL6-8ouSadOpMDpcGt13mQ,5.0
bGIQGd08lnilJ_asPxKINA,6Bq5mPU9Od1luBrkQ-4krQ,5.0
t1oA5OuOWLEPquOOqsiyGw,UUlbF6jIIH2Eyxg9N8-CAw,1.0
Q5f5mfqs_XL6iRJKstqk2Q,0iWoGpYXb9HFArSWLlCIVg,5.0
izdoRybAthDrhWBqc_16lQ,sup8P8WEyFFpEkFleTD-2w,4.0
snsiYIySChAqq0ykQZCm9g,vNxg_cQU02daGtCgF2I-HA,5.0
g5L_70SVoHG41iIAaIjlvw,Lsgbq9gVqv5gpvSW5C2DlQ,5.0
4vA34INtfs8rPDwWWpCgqA,Y22Y_b5tdzLhPMREZVBu2w,5.0
OWGz3yxolDT0qoZp_687lQ,zfIPwpwOT93w2FAywdZAsw,1.0
tEZdcvSW6AmZ6nOHDnoc2A,C_ExS6_sGrTJUd_2bQ3VVA,5.0
TqdZEvH3zMQ--StGYbrPdg,xWfBQ3z7c5j79bxSCi6hGg,5.0
Qo2lxca7_-rl7e2LjUZqcg,97djgF2RVBfAaM7EZdemZA,1.0
DLlLs8f7xswxlPKIpePPaA,L11EPz51rAIOzrqBmFfsKA,5.0
obGzBuNrUlC8GYe7jlIlqg,vVH5egbmE1uzEidi8K_hiA,5.0
9iylBqwUz4PRGx_8-wlxPw,GowI1zwkIt_iaxk14GmzxA,5.0
IAqnpPn8v7QkNyxsOGfn0A,JwDDGuMhVtuAtAQrDVwx0A,4.0
FDQV7p8gdAggn4l4Zcrllw,WJ6PrqhYpeyno2e_LAEIoQ,5.0
M4_nY4-ndnxY7eiyIWZZdw,HN97ONGzTjX-u5oHIusnqg,5.0
-QtpJypofekyOufSpij6Qw,XCPxbHLo0kmWSQv3ZqJvBg,5.0
a0QwQSOIxwjDsK1JkEvDYg,9BmP5aQyuvbT-xwpcej1Yw,5.0
Kc-gPhICVxYp5_hm4jCc-A,5A0v9_EPFhysm5Yj28X9zw,2.0
JcZu_bAwDmhfQaE3SYU6IQ,2qeCk_tqsk67SHF8l_JOiA,1.0
dksr0iIoAqy9YIjvoTvNcA,-YrP1tUQyFcm-2OV-Y2Csw,5.0
0Q8zVDSG6VMYqOXzSmO30w,wyi9uC8mUudotg1Zrsa7GA,1.0
zSJSbya4yryJbfWBtvnqJA,GJaBzi3G_tJikFXgMDxCXQ,4.0
KAqv2Yplgz0CZD4bk0XoYA,vhoRr5Hnl10gICruaxJqTw,5.0
PdqM1qjTSkSSQJ6cCDalpQ,da1yiInoYkLmJCJvlhggIQ,5.0
vZBG3iWGvvsxG40QZPSRIQ,XNvkDjM6rMnSfzubT32brQ,3.0
9VeZzoQqV-_EzfNTXOhHnQ,hHVq3NS0ZW9G-ZcLurvUJQ,2.0
qctFcn9LJWUiOgStWg7Xiw,mkrx0VhSMU3p3uhyJGCoWA,3.0
C1IAYGkz-dgKkaXJRNzpKQ,T90-Dkds2374X1eBnMc5NQ,4.0
blGnzsks7iC9bQUqMuPDSg,ksWf_p3BSf7SOF8_H8VvJg,1.0
s_aadjw3JOOT1s8ODwlHkg,arwDFa3aYC1ceGYBUKO-nA,5.0
s_aadjw3JOOT1s8ODwlHkg,bX-gfqyD_VkFMb04PcnZFw,5.0
kKd_oWuNmAJo3AIoxbviQA,KRrnKF_9gGyaFavCFyetqA,5.0
lDcCIT9O-GzXzrVyh6Xe_Q,VuOPyxBHmerAQuLTM00cuw,5.0
yICUij_OejLhZoxRkzP3jw,3N0EfxnAlv44RNiEwrfWQw,2.0
bPI68UYNWKwjidr4u9dl1Q,D9zjd7N69_9IvCdTIVu-ww,1.0
1dQEEvG1gw57s8c2Nwu1yQ,BMzQjvyrleJ5xrEKB5vjjA,5.0
WI45pNiy2pNHsf1KulJDKg,dkiANu_mPavLe1vQNsFmjQ,5.0
0Pdkqhy1x64N1J4FrdZgKg,4ayg2MFXcnEiHVaMBNQQ5Q,5.0
GVACx2D3wmq2KkPc0QQv-g,Ymd3HzWrbnD4YAY8eb-uqA,2.0
xprdTNvGb4jrGwvm7ma3sA,9BmP5aQyuvbT-xwpcej1Yw,4.0
gnAhwQTYNqadhhOz30h2Zg,kVn-sFg1CIFaHuRdES00NA,2.0
ACbd5pgDXoKzvP-ZYqG-eg,io_UQS_WwonlCPCfKy3Hdw,3.0
vxowthgJjHyZYeD7ixrxQw,Ys42wLKqrflqmtqkgqOXgA,5.0
YkiaWmE3l0_XU9mSvWRviw,Jpm6dn_Xc-On_jPJh-rpfw,1.0
8sXVbP85Vs55MrhasZd_qQ,Fols58uogMP9i3mRxPfr0A,4.0
oW34RR_KCAl_gnEqDO1peQ,3bqCMJlk7VLnqEas1zEXWw,1.0
ZaGb7R3Ri5mSFqogbb5Tdg,VFXPae9lrjGmcU5GeY5YHA,5.0
HXa-c1eTkAVTK_JMVz6ryw,ourNvivWfdNcqdyaH6XiHA,1.0
N01G1pwLqf8-__NttxmnEw,en55ZBpnDdMWDvkX8EmKSA,5.0
Nh5wnM0XlMtpygTecrZV8A,AjskPkV-KD-Q95eaH3Rj-g,4.0
wJcCy8b1UJ5C0XSTtlm2Mg,oEd-ZNr8lCi6CtTcp4Y2Rw,4.0
NTgT2PDP__H-QF1Zxt3Qcg,ka3rK6XgiheE1udUR-tupw,3.0
YW3WPW-Wl02YJOn0K64qVA,ELsgugS5I5i4MID1dIkXzA,3.0
oLOlYPNnwKxZAc_h5symNQ,w8wUJIxIvRatbi9B8etZJg,5.0
vKYVpnPq9xSg3mZGT73ehQ,ZQfQVPn5JjCRdINEg_GzFA,4.0
-uIXd009v-3saovHoW1-Mw,WUfZXjTtBUbezJE7LnWABw,4.0
MeDuKsZcnI3IU2g7OlV-hQ,18aDgJE0XsOQ474ZddwUzw,5.0
lJy03y0FlYJ53XFPEmsyLg,TTCELxCaoTeJrO4Ck6VSNA,4.0
ViNN3mmu4VAeCiidkadFKA,GTVOlps3_pCc9urmGc02Qg,5.0
whTU3tRpasQHw3u6qcY8Ag,SFqFFIA4Ks2oHfgEANoRlw,5.0
gviGRm_DR30kV81efw9VtA,LEQVpm9zz6xJM3mHPo-hCQ,3.0
-dUJDLnmqI4OvUHh5unwlA,L9Od2TE6PXD78JMH_gfrlg,5.0
uih53bykBGPNn3Lv09ofkA,v5OgUR8DmVY0QV6MNWemtA,2.0
eYTk-Ug0KC_H51OS7ikkeQ,pweAOylTmRWYDV2AlggCNg,5.0
WT3IjsCDeNToLSvgKukEDw,pweAOylTmRWYDV2AlggCNg,5.0
8YrD0_wpzpqRctpyPn8BMg,mFh74Ny8cp7Plgvm1g71KA,5.0
TG9VHjbjddEUtKC-PobsrA,sNc2RO0QKitsxiKm1ZGewA,5.0
etmS0hnNomEm6ujkN4fEHg,Yza2V-zlc1iCCeiHxhdKDA,3.0
iHdzdH6-fwEEI6lxO4B0xQ,BtvdXyuAPt_oA8Lu3yKXtg,5.0
bLX2dsPubamrGJZILE10_w,R9Jgu43oyZsmIYVPSvXO5w,1.0
KmFp3SlEgKYE6FH0zESHeg,Zq1LI8Ex74lOX7yTyGetmg,5.0
DcYdtyq8wI1noHGhVwr0kA,eATU3r4_VWolI2xhLdLMYA,5.0
CRbrMIZge7svOqZY551btg,jlfoxq05oAoXz0gfXNp9-A,5.0
eUM8lGuqJQeAj15qXPKAQw,bREJPIvNCP1uzMdfn4fobg,5.0
WUezDJpIo3ZjWwEpkk5ggg,bREJPIvNCP1uzMdfn4fobg,2.0
N3i9-Yyu-EGyW5n7LA3dPw,bREJPIvNCP1uzMdfn4fobg,3.0
fjKw-hzhs68tiP1ssjLoww,bREJPIvNCP1uzMdfn4fobg,1.0
8S1FrVzT0tWluJ2gq08ygA,bREJPIvNCP1uzMdfn4fobg,4.0
Xs-KykcRcaTE2i7q02_mFg,xs4wVmZxSJkcoV-lZJ5N8A,5.0
0lxKdV6JgxbPNCQU9YLVcA,ucOkHxBKAJJioYn7E83L2w,2.0
1QSSP7DpWT9uWGL6JzWTnQ,R02zhZJ9bHRGiV47YbTU1A,5.0
6eiSfUnsyMTne0sgmdU6wg,gkldQl0_E2BUwctCVqE3EQ,1.0
_0Bj77SEPLKZ8_dWGgMqPw,28FDvBJP3So-MiXvlRETxg,5.0
YTYNI1m9MXQBeXGFNbBxrg,NM3TxWJs7kmF8sD1h3CfgA,4.0
DY4dHbG00tm-1EDKDOLeoA,8m5SteLV9jIOJ7DNN2CVtg,4.0
TgATeiEGkK59JTWMd2-zRQ,H0fdBRavnk9GifrfOqQNNg,5.0
5aU1UMGquM6QwDJlC37q_g,7ysLZWWRw4swz6x9d6KXwg,5.0
SCTuKrEe8aimaU0-yXMVwA,-z0QPdXOa007JpDH8INrww,3.0
GUfcwqygQxPNi0pv0Ugepg,0jlUpkdXg3LCE44UKKhjqA,1.0
nWVyixjHAEKGQ5MxLsPqvA,lYfE6rYm-GiZY0zLZ8S1Gw,5.0
JS6J6qZrgIJlRyJS5HNEEQ,A8ab1QjPyC10m9NAKQkliA,1.0
4AbEjL4auNJYBb5S6vkYLA,3GlrUiuuqKUqvOA00vNghQ,1.0
3WlJ4ZnOHZ9keDclT96d9Q,zNpb4exhCkboMDuf-2NPmg,1.0
vjmmLNT0D49c3YWo1kAbsg,mvDMXNJCQ28Oc9z5it_PJg,1.0
Zd2MiIfCHT52WXoUKtYONg,jgwleSaHXzVCJ4j1ECXirQ,5.0
Tf2tpV_oLNftG-5i-Zj8EQ,LgKBFgM0hN2yyX9WfEF_JQ,5.0
PaTmgtHgpVbdIO1-isgGnQ,83maS2mCXYZjuwEhozVtLA,5.0
SehRmro70UbNhE0OlEup3Q,QMJ0uaY73v6OX2Wr5emEwg,5.0
DZKs1t_G0tzUarK1i0iyxQ,27YsA4EcOAdVdJqaq_Cr5w,2.0
-MScjHjNPcQTrOx8CD1DjQ,pXGLmjBTnn6xAo10xdkpOA,5.0
WabfUpED-rCqcfXb5cfGhg,d_ywsmuKKqVggrc0m7YhKA,1.0
WRB2KB7b21IqPXhfast_ZA,FYgNCaNNS8-75rYdq7YvhQ,1.0
9SpnLx4i3O7tw9-g0au3-Q,hFJuNFJgfw8-FIksapKaGw,5.0
9SpnLx4i3O7tw9-g0au3-Q,hFJuNFJgfw8-FIksapKaGw,5.0
KvF-92foZVMXEmjsqaJOjA,43N-TKU1m-y4FljMA0VXCg,4.0
oihyg3nsgbP8pdsTaU6QXQ,qXbH1aq2Asem-iassEqd5Q,5.0
dfU_Hvz-lGsY2IRMwl2hXA,nlAtN7FBeJy6Az5Setks5g,1.0
H3LCdb8hK4utnxpJLmzwtA,qShTUgnHBPh__NOBVN1jSQ,5.0
yV07PgrZzMKP5i-1Ma8Rww,j8Y5g0hGCTeyIKoVtlJHCg,5.0
UxKp9fHl6DjYRKWyfZ3Xhw,iXMUIcmZEkm535u2wG_fsQ,5.0
AXslIc3fv4GP7xguCbYhyQ,ck8Id2EaJ20Alj0N8UMvBQ,5.0
37h3JvPCO_DaFI1NAgmV0w,ipj5ewp_aKWl8xYvzLi9-g,5.0
29jt4mLvrBAcgoZ4TfsNLQ,iVmS58gWggsBcrmH2adGkQ,1.0
dxffNrigD6vfiHOJWB9JbA,WLUtB6dUhP616jGFXA3YKA,1.0
Reamg_FVoxWr1fFBxWeplQ,eq87OnetYcvPxD_N8NtwPQ,5.0
yP2jN97cPcLxxd9_DHg07Q,32UiV3_qCzv0FTujNFraXw,5.0
Tmk98k-EWHIvLlUtHT1C_Q,cxNRAS-Hqz7AE6w5bIAZig,1.0
lHU1PO2YCZUr6o1Zl_W9LQ,tBzia9buNFXa1vueJSgfFQ,1.0
hmLTGgvbRcx0sT5m9ePeDA,iKrLp80ug9U6uzs0WURb0w,4.0
YZ7-NuiLlLxZuutspOxWIA,zLkAA0GgzYmrqn6avlr8bQ,5.0
W4S_YHDBCyhmTf_vz8P7WA,rctXeAG_A7PeINJ8zyv3Ww,5.0
UJEJqmCwEBHf7OTaeluXnw,x__T1lrXs924woH_v8IX4A,5.0
xRRQ56dtFDOiIAxuc2Srmw,Ys42wLKqrflqmtqkgqOXgA,5.0
aDEBe_DbCGwobZWPiUeaOQ,GniqQ1Ki4EU-7KOhYbbCNQ,3.0
0D0YGmxfgdYdpa_xeV0hcw,uShftm10rC9myr9eaAuUVQ,1.0
2Xj-DWvnL0Gjj8wNIrI9CQ,mQbXPFfFOM9_KzRhhYHYPA,5.0
Lx8UhV1vFN3HSOA8baIxyw,gJNuTSHEmD9O31Ndt6XyqA,5.0
bIo9zHZa6HDIn12qSfHIzw,6_G6XL7KXXDcwMw9ur8PCg,5.0
-tqwtHRDldNlWqaC2Esqrg,n_WTYSmfSpSdVYDHBcPDKQ,5.0
mU0_sZP-8Vqv3YbB_jIsfw,u-GsQx1tDIUujL-YPW53NQ,2.0
bXv_hS57LMYk5948KEl1qA,awXPSwI2Vt2L0-GOtGahZg,5.0
lmGQxTC0yDTQxTRIJukMZg,y2w6rFaO0XEiG5mFfOsiFA,1.0
B8SC9qvO-0S9Ahm_ZixJpw,yx0dxdX9JHdGiNwt7GgUaw,5.0
KLqDESlc7HXegidmQjxH4A,Jd1FV-ND46rLO0gzWHUA0A,4.0
0tajir0IFOMwOphaARjqxQ,qdc0Wn2SNlMgVSOkcDdD0w,3.0
yWcPHqjoMQrTpuQXe52kLg,flMJTIW5ObB3zMvLn4eDmA,5.0
k4-9x7YKkBHrrAr0YYqTBA,uDE6F1Zkby0saWz8OBvA3g,1.0
Pty-8LW4JTUWnTsI44__Lw,yKyKvEqumEes4FOQYi6dlg,5.0
W5StPh6-oFxbFKbv0v4BFA,8DaOKltvuqXnh8zPGC2MFQ,4.0
ZD_Ojqmmfb-FjTf5kbYvyw,-gb8PXRF7KQi4e1Kt0V5kg,1.0
eXRC79iX60xwA1UuGRuWNg,uLzlFhTlL-lqzRAwWlnv-A,5.0
PJszwtC772u1rrhnEkP85A,fmghiCdxXFgSNR0H9LhKvQ,4.0
